"","sex.x","subject_name","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"2047","M","Politics",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"EDUCATION",10,"First degree"
"2048","F","Education and teaching",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"2049","M","Media, journalism and communications",1,"MANUFACTURING",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"2050","M","Philosophy and religious studies",1,"TRANSPORTATION AND STORAGE",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"2051","F","Psychology",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"2052","F","Sociology, social policy and anthropology",1,"OTHER SERVICE ACTIVITIES",3,"EDUCATION",10,"First degree"
"2053","F","Agriculture, food and related studies",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"2054","F","Business and management",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"2055","F","Creative arts and design",1,"EDUCATION",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"2056","F","Education and teaching",1,"EDUCATION",3,"MANUFACTURING",10,"First degree"
"2057","F","Engineering",1,"INFORMATION AND COMMUNICATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"2058","F","English studies",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"MANUFACTURING",10,"First degree"
"2059","F","English studies",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"2060","F","English studies",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"2061","F","English studies",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"2062","F","English studies",1,"REAL ESTATE ACTIVITIES",3,"EDUCATION",10,"First degree"
"2063","F","Geography, earth and environmental studies",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",10,"First degree"
"2064","F","Health and social care",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"2065","F","History and archaeology",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"2066","F","History and archaeology",1,"CONSTRUCTION",3,"CONSTRUCTION",10,"First degree"
"2067","F","History and archaeology",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"2068","F","History and archaeology",1,"EDUCATION",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"2069","F","History and archaeology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"2070","F","Media, journalism and communications",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",10,"First degree"
"2071","F","Performing arts",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"2072","F","Performing arts",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"2073","F","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"2074","F","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"MANUFACTURING",10,"First degree"
"2075","F","Sport and exercise sciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"2076","M","Biosciences",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"2077","M","Business and management",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"EDUCATION",10,"First degree"
"2078","M","Business and management",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"2079","M","Business and management",1,"INFORMATION AND COMMUNICATION",3,"REAL ESTATE ACTIVITIES",10,"First degree"
"2080","M","Business and management",1,"REAL ESTATE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"2081","M","Creative arts and design",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"EDUCATION",10,"First degree"
"2082","M","Creative arts and design",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"2083","M","Creative arts and design",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"CONSTRUCTION",10,"First degree"
"2084","M","Education and teaching",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"EDUCATION",10,"First degree"
"2085","M","Geography, earth and environmental studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"2086","M","Geography, earth and environmental studies",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"2087","M","History and archaeology",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"2088","M","History and archaeology",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"2089","M","Mathematical sciences",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"2090","M","Media, journalism and communications",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"2091","M","Media, journalism and communications",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"2092","M","Performing arts",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"2093","M","Performing arts",1,"EDUCATION",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"2094","M","Performing arts",1,"EDUCATION",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"2095","M","Politics",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"2096","M","Politics",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"2097","M","Sociology, social policy and anthropology",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"2098","M","Sociology, social policy and anthropology",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"2099","M","Sport and exercise sciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"EDUCATION",10,"First degree"
"2100","M","Economics",1,"REAL ESTATE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",5,"First degree"
"2101","M","Law",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2102","F","English studies",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"INFORMATION AND COMMUNICATION",5,"First degree"
"2103","M","Philosophy and religious studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2104","M","Business and management",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2105","F","Allied health",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2106","F","Medical sciences",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2107","M","Biosciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2108","M","Computing",1,"INFORMATION AND COMMUNICATION",3,"REAL ESTATE ACTIVITIES",5,"First degree"
"2109","M","English studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2110","F","Business and management",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"First degree"
"2111","F","Engineering",1,"EDUCATION",3,"EDUCATION",5,"First degree"
"2112","F","Geography, earth and environmental studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2113","F","Languages and area studies",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"EDUCATION",5,"First degree"
"2114","F","Sport and exercise sciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2115","M","Biosciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",5,"First degree"
"2116","M","Business and management",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"TRANSPORTATION AND STORAGE",5,"First degree"
"2117","M","Creative arts and design",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2118","M","Creative arts and design",1,"MANUFACTURING",3,"INFORMATION AND COMMUNICATION",5,"First degree"
"2119","M","English studies",1,"INFORMATION AND COMMUNICATION",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2120","F","General, applied and forensic sciences",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",5,"First degree"
"2121","M","Engineering",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2122","F","Business and management",1,"INFORMATION AND COMMUNICATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2123","F","Education and teaching",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2124","F","Media, journalism and communications",1,"INFORMATION AND COMMUNICATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2125","M","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"INFORMATION AND COMMUNICATION",5,"First degree"
"2126","M","Politics",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2127","F","Creative arts and design",1,"REAL ESTATE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2128","F","English studies",1,"REAL ESTATE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2129","F","Media, journalism and communications",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"OTHER SERVICE ACTIVITIES",5,"First degree"
"2130","F","Philosophy and religious studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"EDUCATION",5,"First degree"
"2131","M","Computing",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",5,"First degree"
"2132","M","English studies",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",5,"First degree"
"2133","M","Languages and area studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2134","F","Pharmacology, toxicology and pharmacy",1,"EDUCATION",3,"EDUCATION",5,"First degree"
"2135","F","Politics",1,"MANUFACTURING",3,"MANUFACTURING",5,"First degree"
"2136","F","Politics",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2137","F","Performing arts",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"First degree"
"2138","F","Languages and area studies",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2139","M","Law",1,"EDUCATION",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2140","F","Sociology, social policy and anthropology",1,"MANUFACTURING",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2141","F","Economics",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2142","F","Agriculture, food and related studies",1,"MANUFACTURING",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2143","F","Allied health",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"INFORMATION AND COMMUNICATION",5,"First degree"
"2144","F","Biosciences",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"First degree"
"2145","F","Biosciences",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2146","F","Biosciences",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2147","F","Business and management",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"First degree"
"2148","F","Business and management",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"First degree"
"2149","F","Business and management",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2150","F","Business and management",1,"INFORMATION AND COMMUNICATION",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2151","F","Business and management",1,"TRANSPORTATION AND STORAGE",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2152","F","Computing",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2153","F","Creative arts and design",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",5,"First degree"
"2154","F","Creative arts and design",1,"CONSTRUCTION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2155","F","Creative arts and design",1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"First degree"
"2156","F","Creative arts and design",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2157","F","Creative arts and design",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2158","F","Creative arts and design",1,"TRANSPORTATION AND STORAGE",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2159","F","Education and teaching",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"EDUCATION",5,"First degree"
"2160","F","Education and teaching",1,"OTHER SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2161","F","Engineering",1,"CONSTRUCTION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2162","F","Engineering",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"TRANSPORTATION AND STORAGE",5,"First degree"
"2163","F","Geography, earth and environmental studies",1,"MANUFACTURING",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2164","F","Health and social care",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"EDUCATION",5,"First degree"
"2165","F","Health and social care",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2166","F","History and archaeology",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2167","F","History and archaeology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2168","F","History and archaeology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"OTHER SERVICE ACTIVITIES",5,"First degree"
"2169","F","Languages and area studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",5,"First degree"
"2170","F","Media, journalism and communications",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2171","F","Media, journalism and communications",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2172","F","Nursing and midwifery",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",5,"First degree"
"2173","F","Performing arts",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2174","F","Performing arts",1,"MANUFACTURING",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2175","F","Philosophy and religious studies",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",5,"First degree"
"2176","F","Philosophy and religious studies",1,"OTHER SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2177","F","Sociology, social policy and anthropology",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"INFORMATION AND COMMUNICATION",5,"First degree"
"2178","F","Sociology, social policy and anthropology",1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"First degree"
"2179","F","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"REAL ESTATE ACTIVITIES",5,"First degree"
"2180","F","Sport and exercise sciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"First degree"
"2181","M","Allied health",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2182","M","Allied health",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2183","M","Architecture, building and planning",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2184","M","Architecture, building and planning",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"EDUCATION",5,"First degree"
"2185","M","Architecture, building and planning",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2186","M","Biosciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2187","M","Business and management",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"CONSTRUCTION",5,"First degree"
"2188","M","Business and management",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",5,"First degree"
"2189","M","Business and management",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"EDUCATION",5,"First degree"
"2190","M","Business and management",1,"MANUFACTURING",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"First degree"
"2191","M","Business and management",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2192","M","Computing",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"EDUCATION",5,"First degree"
"2193","M","Computing",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"First degree"
"2194","M","Computing",1,"INFORMATION AND COMMUNICATION",3,"CONSTRUCTION",5,"First degree"
"2195","M","Computing",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2196","M","Creative arts and design",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2197","M","Creative arts and design",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"TRANSPORTATION AND STORAGE",5,"First degree"
"2198","M","Creative arts and design",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2199","M","Creative arts and design",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"First degree"
"2200","M","Creative arts and design",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2201","M","Education and teaching",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"EDUCATION",5,"First degree"
"2202","M","Engineering",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"MANUFACTURING",5,"First degree"
"2203","M","Engineering",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2204","M","Engineering",1,"MANUFACTURING",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"First degree"
"2205","M","Engineering",1,"MANUFACTURING",3,"CONSTRUCTION",5,"First degree"
"2206","M","Engineering",1,"OTHER SERVICE ACTIVITIES",3,"MANUFACTURING",5,"First degree"
"2207","M","Engineering",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2208","M","English studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2209","M","Health and social care",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"EDUCATION",5,"First degree"
"2210","M","History and archaeology",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2211","M","History and archaeology",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"TRANSPORTATION AND STORAGE",5,"First degree"
"2212","M","Media, journalism and communications",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"MANUFACTURING",5,"First degree"
"2213","M","Medical sciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",5,"First degree"
"2214","M","Medicine and dentistry",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",5,"First degree"
"2215","M","Nursing and midwifery",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2216","M","Nursing and midwifery",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
