,sex.x,subject_name,YAG.x,SECTIONNAME.x,YAG.y,SECTIONNAME.y,count,qualification_TR.x
9244,M,"Sociology, social policy and anthropology",3,FINANCIAL AND INSURANCE ACTIVITIES,5,MANUFACTURING,0,First degree
9245,M,"Sociology, social policy and anthropology",3,FINANCIAL AND INSURANCE ACTIVITIES,5,TRANSPORTATION AND STORAGE,0,First degree
9246,M,"Sociology, social policy and anthropology",3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,"ARTS, ENTERTAINMENT AND RECREATION",0,First degree
9247,M,"Sociology, social policy and anthropology",3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9248,M,"Sociology, social policy and anthropology",3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,INFORMATION AND COMMUNICATION,0,First degree
9249,M,"Sociology, social policy and anthropology",3,INFORMATION AND COMMUNICATION,5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,First degree
9250,M,"Sociology, social policy and anthropology",3,INFORMATION AND COMMUNICATION,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9251,M,"Sociology, social policy and anthropology",3,INFORMATION AND COMMUNICATION,5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,First degree
9252,M,"Sociology, social policy and anthropology",3,MANUFACTURING,5,CONSTRUCTION,0,First degree
9253,M,"Sociology, social policy and anthropology",3,MANUFACTURING,5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9254,M,"Sociology, social policy and anthropology",3,OTHER SERVICE ACTIVITIES,5,MANUFACTURING,0,First degree
9255,M,"Sociology, social policy and anthropology",3,OTHER SERVICE ACTIVITIES,5,TRANSPORTATION AND STORAGE,0,First degree
9256,M,"Sociology, social policy and anthropology",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,CONSTRUCTION,0,First degree
9257,M,"Sociology, social policy and anthropology",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,OTHER SERVICE ACTIVITIES,0,First degree
9258,M,"Sociology, social policy and anthropology",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,REAL ESTATE ACTIVITIES,0,First degree
9259,M,"Sociology, social policy and anthropology",3,REAL ESTATE ACTIVITIES,5,CONSTRUCTION,0,First degree
9260,M,"Sociology, social policy and anthropology",3,TRANSPORTATION AND STORAGE,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,First degree
9261,M,"Sociology, social policy and anthropology",3,TRANSPORTATION AND STORAGE,5,CONSTRUCTION,0,First degree
9262,M,"Sociology, social policy and anthropology",3,TRANSPORTATION AND STORAGE,5,EDUCATION,0,First degree
9263,M,"Sociology, social policy and anthropology",3,TRANSPORTATION AND STORAGE,5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,First degree
9264,M,"Sociology, social policy and anthropology",3,TRANSPORTATION AND STORAGE,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9265,M,"Sociology, social policy and anthropology",3,TRANSPORTATION AND STORAGE,5,OTHER SERVICE ACTIVITIES,0,First degree
9266,M,"Sociology, social policy and anthropology",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,First degree
9267,M,"Sociology, social policy and anthropology",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,First degree
9268,M,"Sociology, social policy and anthropology",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9269,M,"Sociology, social policy and anthropology",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,First degree
9270,M,Sport and exercise sciences,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,"AGRICULTURE, FORESTRY AND FISHING",0,First degree
9271,M,Sport and exercise sciences,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,First degree
9272,M,Sport and exercise sciences,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9273,M,Sport and exercise sciences,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,OTHER SERVICE ACTIVITIES,0,First degree
9274,M,Sport and exercise sciences,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9275,M,Sport and exercise sciences,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9276,M,Sport and exercise sciences,3,"AGRICULTURE, FORESTRY AND FISHING",5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,First degree
9277,M,Sport and exercise sciences,3,"AGRICULTURE, FORESTRY AND FISHING",5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9278,M,Sport and exercise sciences,3,CONSTRUCTION,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9279,M,Sport and exercise sciences,3,CONSTRUCTION,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9280,M,Sport and exercise sciences,3,CONSTRUCTION,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9281,M,Sport and exercise sciences,3,EDUCATION,5,REAL ESTATE ACTIVITIES,0,First degree
9282,M,Sport and exercise sciences,3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,INFORMATION AND COMMUNICATION,0,First degree
9283,M,Sport and exercise sciences,3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9284,M,Sport and exercise sciences,3,FINANCIAL AND INSURANCE ACTIVITIES,5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,First degree
9285,M,Sport and exercise sciences,3,FINANCIAL AND INSURANCE ACTIVITIES,5,CONSTRUCTION,0,First degree
9286,M,Sport and exercise sciences,3,FINANCIAL AND INSURANCE ACTIVITIES,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9287,M,Sport and exercise sciences,3,FINANCIAL AND INSURANCE ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9288,M,Sport and exercise sciences,3,FINANCIAL AND INSURANCE ACTIVITIES,5,REAL ESTATE ACTIVITIES,0,First degree
9289,M,Sport and exercise sciences,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,First degree
9290,M,Sport and exercise sciences,3,INFORMATION AND COMMUNICATION,5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,First degree
9291,M,Sport and exercise sciences,3,INFORMATION AND COMMUNICATION,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9292,M,Sport and exercise sciences,3,INFORMATION AND COMMUNICATION,5,TRANSPORTATION AND STORAGE,0,First degree
9293,M,Sport and exercise sciences,3,OTHER SERVICE ACTIVITIES,5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,First degree
9294,M,Sport and exercise sciences,3,OTHER SERVICE ACTIVITIES,5,TRANSPORTATION AND STORAGE,0,First degree
9295,M,Sport and exercise sciences,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,MINING AND QUARRYING,0,First degree
9296,M,Sport and exercise sciences,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,TRANSPORTATION AND STORAGE,0,First degree
9297,M,Sport and exercise sciences,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9298,M,Sport and exercise sciences,3,REAL ESTATE ACTIVITIES,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9299,M,Sport and exercise sciences,3,REAL ESTATE ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9300,M,Sport and exercise sciences,3,REAL ESTATE ACTIVITIES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9301,M,Sport and exercise sciences,3,TRANSPORTATION AND STORAGE,5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,First degree
9302,M,Sport and exercise sciences,3,TRANSPORTATION AND STORAGE,5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9303,M,Sport and exercise sciences,3,TRANSPORTATION AND STORAGE,5,REAL ESTATE ACTIVITIES,0,First degree
9304,M,Sport and exercise sciences,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,First degree
9305,M,Sport and exercise sciences,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,EDUCATION,0,First degree
9306,M,Sport and exercise sciences,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,First degree
9307,M,Sport and exercise sciences,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,TRANSPORTATION AND STORAGE,0,First degree
9308,M,Veterinary sciences,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,First degree
9309,M,Veterinary sciences,3,EDUCATION,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,First degree
9310,M,Veterinary sciences,3,FINANCIAL AND INSURANCE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9311,M,Veterinary sciences,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9312,M,Veterinary sciences,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,First degree
9313,M,Veterinary sciences,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9314,M,Veterinary sciences,3,MANUFACTURING,5,MANUFACTURING,0,First degree
9315,M,Veterinary sciences,3,OTHER SERVICE ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,First degree
9316,M,Veterinary sciences,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,EDUCATION,0,First degree
9317,M,Veterinary sciences,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,MANUFACTURING,0,First degree
9318,M,Veterinary sciences,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9319,F,Allied health,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,First degree
9320,F,"General, applied and forensic sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,INFORMATION AND COMMUNICATION,0,First degree
9321,F,Materials and technology,3,"ARTS, ENTERTAINMENT AND RECREATION",5,MINING AND QUARRYING,0,First degree
9322,M,Economics,3,INFORMATION AND COMMUNICATION,5,RADIO BROADCASTING,0,First degree
9323,M,Materials and technology,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,INFORMATION AND COMMUNICATION,0,First degree
9324,M,Materials and technology,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,First degree
9325,M,Materials and technology,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9326,M,Materials and technology,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9327,M,Materials and technology,3,REAL ESTATE ACTIVITIES,5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,First degree
9328,M,Creative arts and design,3,REAL ESTATE ACTIVITIES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9329,M,Languages and area studies,3,MANUFACTURING,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9330,F,Education and teaching,3,FINANCIAL AND INSURANCE ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9331,F,History and archaeology,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,TRANSPORTATION AND STORAGE,0,First degree
9332,F,Mathematical sciences,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,INFORMATION AND COMMUNICATION,0,First degree
9333,F,Mathematical sciences,3,INFORMATION AND COMMUNICATION,5,MANUFACTURING,0,First degree
9334,F,Mathematical sciences,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,"ARTS, ENTERTAINMENT AND RECREATION",0,First degree
9335,F,Philosophy and religious studies,3,FINANCIAL AND INSURANCE ACTIVITIES,5,TRANSPORTATION AND STORAGE,0,First degree
9336,F,Politics,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,"ARTS, ENTERTAINMENT AND RECREATION",0,First degree
9337,F,"Sociology, social policy and anthropology",3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,First degree
9338,M,"General, applied and forensic sciences",3,INFORMATION AND COMMUNICATION,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,First degree
9339,M,History and archaeology,3,"ARTS, ENTERTAINMENT AND RECREATION",5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,First degree
9340,M,Law,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9341,F,Allied health,3,MANUFACTURING,5,OTHER SERVICE ACTIVITIES,0,First degree
9342,F,Economics,3,INFORMATION AND COMMUNICATION,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9343,F,English studies,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,REAL ESTATE ACTIVITIES,0,First degree
9344,F,Law,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9345,F,Materials and technology,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9346,F,Performing arts,3,CONSTRUCTION,5,EDUCATION,0,First degree
9347,F,Philosophy and religious studies,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9348,F,Philosophy and religious studies,3,INFORMATION AND COMMUNICATION,5,RADIO BROADCASTING,0,First degree
9349,F,Politics,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,OTHER SERVICE ACTIVITIES,0,First degree
9350,F,Politics,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,MANUFACTURING,0,First degree
9351,F,Politics,3,EDUCATION,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9352,F,"Sociology, social policy and anthropology",3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,OTHER SERVICE ACTIVITIES,0,First degree
9353,F,"Sociology, social policy and anthropology",3,"ARTS, ENTERTAINMENT AND RECREATION",5,INFORMATION AND COMMUNICATION,0,First degree
9354,F,"Sociology, social policy and anthropology",3,OTHER SERVICE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9355,M,Economics,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,REAL ESTATE ACTIVITIES,0,First degree
9356,M,Economics,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,First degree
9357,M,Materials and technology,3,FINANCIAL AND INSURANCE ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,First degree
9358,M,Materials and technology,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9359,M,Philosophy and religious studies,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,REAL ESTATE ACTIVITIES,0,First degree
9360,M,Philosophy and religious studies,3,RADIO BROADCASTING,5,RADIO BROADCASTING,0,First degree
9361,M,"Sociology, social policy and anthropology",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9362,M,"Sociology, social policy and anthropology",3,REAL ESTATE ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,First degree
9363,M,"Sociology, social policy and anthropology",3,TRANSPORTATION AND STORAGE,5,INFORMATION AND COMMUNICATION,0,First degree
9364,M,Politics,3,EDUCATION,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9365,F,Business and management,3,INFORMATION AND COMMUNICATION,5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,First degree
9366,F,Chemistry,3,MANUFACTURING,5,CONSTRUCTION,0,First degree
9367,F,Education and teaching,3,FINANCIAL AND INSURANCE ACTIVITIES,5,INFORMATION AND COMMUNICATION,0,First degree
9368,F,"Media, journalism and communications",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,CONSTRUCTION,0,First degree
9369,F,Philosophy and religious studies,3,FINANCIAL AND INSURANCE ACTIVITIES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9370,F,Psychology,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,First degree
9371,M,Education and teaching,3,"AGRICULTURE, FORESTRY AND FISHING",5,CONSTRUCTION,0,First degree
9372,M,English studies,3,REAL ESTATE ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,First degree
9373,M,History and archaeology,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,First degree
9374,M,Law,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,CONSTRUCTION,0,First degree
9375,M,Mathematical sciences,3,"AGRICULTURE, FORESTRY AND FISHING",5,"AGRICULTURE, FORESTRY AND FISHING",0,First degree
9376,M,"Media, journalism and communications",3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9377,M,Performing arts,3,FINANCIAL AND INSURANCE ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9378,M,Politics,3,TRANSPORTATION AND STORAGE,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9379,M,Chemistry,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9380,F,Languages and area studies,3,CONSTRUCTION,5,INFORMATION AND COMMUNICATION,0,First degree
9381,F,Law,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9382,F,Performing arts,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,First degree
9383,M,Languages and area studies,3,EDUCATION,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9384,M,Law,3,CONSTRUCTION,5,REAL ESTATE ACTIVITIES,0,First degree
9385,M,Law,3,OTHER SERVICE ACTIVITIES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9386,M,Performing arts,3,TRANSPORTATION AND STORAGE,5,CONSTRUCTION,0,First degree
9387,M,Politics,3,TRANSPORTATION AND STORAGE,5,MANUFACTURING,0,First degree
9388,M,Law,3,MANUFACTURING,5,INFORMATION AND COMMUNICATION,0,First degree
9389,F,Chemistry,3,OTHER SERVICE ACTIVITIES,5,"ARTS, ENTERTAINMENT AND RECREATION",0,First degree
9390,F,Computing,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9391,F,Computing,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,First degree
9392,F,Economics,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,First degree
9393,F,Education and teaching,3,FINANCIAL AND INSURANCE ACTIVITIES,5,"AGRICULTURE, FORESTRY AND FISHING",0,First degree
9394,F,Engineering,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,0,First degree
9395,F,English studies,3,FINANCIAL AND INSURANCE ACTIVITIES,5,REAL ESTATE ACTIVITIES,0,First degree
9396,F,English studies,3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,INFORMATION AND COMMUNICATION,0,First degree
9397,F,"General, applied and forensic sciences",3,EDUCATION,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9398,F,"General, applied and forensic sciences",3,INFORMATION AND COMMUNICATION,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9399,F,"General, applied and forensic sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,First degree
9400,F,"General, applied and forensic sciences",3,TRANSPORTATION AND STORAGE,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,First degree
9401,F,"Geography, earth and environmental studies",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,REAL ESTATE ACTIVITIES,0,First degree
9402,F,Health and social care,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,MANUFACTURING,0,First degree
9403,F,History and archaeology,3,TRANSPORTATION AND STORAGE,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,First degree
9404,F,Law,3,FINANCIAL AND INSURANCE ACTIVITIES,5,CONSTRUCTION,0,First degree
9405,F,Law,3,OTHER SERVICE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,0,First degree
9406,F,Materials and technology,3,CONSTRUCTION,5,CONSTRUCTION,0,First degree
9407,F,Mathematical sciences,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,"ARTS, ENTERTAINMENT AND RECREATION",0,First degree
9408,F,"Media, journalism and communications",3,CONSTRUCTION,5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,First degree
9409,F,"Media, journalism and communications",3,REAL ESTATE ACTIVITIES,5,EDUCATION,0,First degree
9410,F,Medical sciences,3,FINANCIAL AND INSURANCE ACTIVITIES,5,REAL ESTATE ACTIVITIES,0,First degree
9411,F,Philosophy and religious studies,3,EDUCATION,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,First degree
9412,F,Physics and astronomy,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,"ARTS, ENTERTAINMENT AND RECREATION",0,First degree
9413,F,Psychology,3,INFORMATION AND COMMUNICATION,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,First degree
9414,F,"Sociology, social policy and anthropology",3,MANUFACTURING,5,OTHER SERVICE ACTIVITIES,0,First degree
9415,F,Sport and exercise sciences,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,First degree
