"","sex.x","subject_name","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"1703","F","Psychology",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1704","F","Sociology, social policy and anthropology",1,"INFORMATION AND COMMUNICATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1705","F","Sport and exercise sciences",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"1706","M","Biosciences",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1707","M","Biosciences",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1708","M","Business and management",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"1709","M","Business and management",1,"INFORMATION AND COMMUNICATION",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"1710","M","Business and management",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"OTHER SERVICE ACTIVITIES",10,"First degree"
"1711","M","Computing",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1712","M","Computing",1,"EDUCATION",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1713","M","Computing",1,"INFORMATION AND COMMUNICATION",3,"OTHER SERVICE ACTIVITIES",10,"First degree"
"1714","M","Creative arts and design",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"1715","M","Economics",1,"INFORMATION AND COMMUNICATION",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1716","M","Engineering",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"MANUFACTURING",10,"First degree"
"1717","M","Engineering",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1718","M","Engineering",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1719","M","English studies",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1720","M","English studies",1,"OTHER SERVICE ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",10,"First degree"
"1721","M","Health and social care",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1722","M","Health and social care",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"EDUCATION",10,"First degree"
"1723","M","Health and social care",1,"EDUCATION",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1724","M","Health and social care",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1725","M","Law",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1726","M","Performing arts",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1727","M","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1728","M","Sport and exercise sciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1729","M","Sport and exercise sciences",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"EDUCATION",10,"First degree"
"1730","F","Economics",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1731","F","Biosciences",1,"EDUCATION",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1732","F","Psychology",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1733","F","Business and management",1,"REAL ESTATE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1734","F","English studies",1,"CONSTRUCTION",3,"CONSTRUCTION",10,"First degree"
"1735","F","Psychology",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1736","M","Creative arts and design",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1737","F","Biosciences",1,"TRANSPORTATION AND STORAGE",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1738","F","Business and management",1,"OTHER SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1739","F","History and archaeology",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"EDUCATION",10,"First degree"
"1740","F","Psychology",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"EDUCATION",10,"First degree"
"1741","M","Education and teaching",1,"EDUCATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1742","M","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1743","F","Psychology",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1744","F","English studies",1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,"First degree"
"1745","F","Law",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1746","F","Psychology",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1747","M","Geography, earth and environmental studies",1,"OTHER SERVICE ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",10,"First degree"
"1748","M","Sport and exercise sciences",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"1749","F","Biosciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"MANUFACTURING",10,"First degree"
"1750","M","Biosciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1751","F","Politics",1,"REAL ESTATE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",10,"First degree"
"1752","M","Education and teaching",1,"TRANSPORTATION AND STORAGE",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1753","M","Economics",1,"REAL ESTATE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",10,"First degree"
"1754","F","Business and management",1,"INFORMATION AND COMMUNICATION",3,"EDUCATION",10,"First degree"
"1755","F","Combined and general studies",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1756","F","Computing",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1757","F","Computing",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1758","F","Creative arts and design",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",10,"First degree"
"1759","F","Creative arts and design",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1760","F","Creative arts and design",1,"EDUCATION",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"1761","F","Creative arts and design",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1762","F","Creative arts and design",1,"OTHER SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1763","F","Economics",1,"TRANSPORTATION AND STORAGE",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1764","F","Education and teaching",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"1765","F","English studies",1,"INFORMATION AND COMMUNICATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1766","F","Geography, earth and environmental studies",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1767","F","Geography, earth and environmental studies",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1768","F","Geography, earth and environmental studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"1769","F","Health and social care",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"1770","F","Health and social care",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1771","F","History and archaeology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1772","F","Languages and area studies",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",10,"First degree"
"1773","F","Languages and area studies",1,"INFORMATION AND COMMUNICATION",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1774","F","Mathematical sciences",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1775","F","Mathematical sciences",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1776","F","Media, journalism and communications",1,"EDUCATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1777","F","Performing arts",1,"CONSTRUCTION",3,"CONSTRUCTION",10,"First degree"
"1778","F","Performing arts",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"1779","F","Psychology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"1780","F","Sociology, social policy and anthropology",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1781","M","Business and management",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1782","M","Business and management",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1783","M","Business and management",1,"MANUFACTURING",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1784","M","Computing",1,"INFORMATION AND COMMUNICATION",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"1785","M","Creative arts and design",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"1786","M","Engineering",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1787","M","Geography, earth and environmental studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1788","M","Mathematical sciences",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1789","M","Mathematical sciences",1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,"First degree"
"1790","M","Media, journalism and communications",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1791","M","Performing arts",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1792","M","Politics",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1793","F","Biosciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1794","M","Biosciences",1,"OTHER SERVICE ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",10,"First degree"
"1795","F","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1796","F","Business and management",1,"MANUFACTURING",3,"CONSTRUCTION",10,"First degree"
"1797","M","Business and management",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,"First degree"
"1798","M","Mathematical sciences",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1799","F","Philosophy and religious studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"EDUCATION",10,"First degree"
"1800","M","Biosciences",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"MANUFACTURING",10,"First degree"
"1801","F","Biosciences",1,"REAL ESTATE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",10,"First degree"
"1802","F","Biosciences",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1803","F","Media, journalism and communications",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1804","M","Business and management",1,"MANUFACTURING",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1805","M","Economics",1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,"First degree"
"1806","M","Geography, earth and environmental studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1807","M","Media, journalism and communications",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"1808","M","Media, journalism and communications",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"1809","M","Performing arts",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"1810","M","Sport and exercise sciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"1811","F","Languages and area studies",1,"INFORMATION AND COMMUNICATION",3,"EDUCATION",10,"First degree"
"1812","M","Computing",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"MANUFACTURING",10,"First degree"
"1813","F","Law",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"REAL ESTATE ACTIVITIES",10,"First degree"
"1814","M","Education and teaching",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1815","M","English studies",1,"CONSTRUCTION",3,"CONSTRUCTION",10,"First degree"
"1816","M","History and archaeology",1,"EDUCATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1817","F","Geography, earth and environmental studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1818","F","Geography, earth and environmental studies",1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,"First degree"
"1819","F","Performing arts",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1820","F","Performing arts",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"1821","F","Performing arts",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1822","M","Economics",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1823","M","Law",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1824","M","Media, journalism and communications",1,"INFORMATION AND COMMUNICATION",3,"EDUCATION",10,"First degree"
"1825","F","Languages and area studies",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1826","M","Economics",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1827","M","Psychology",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1828","F","English studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"REAL ESTATE ACTIVITIES",10,"First degree"
"1829","F","Allied health",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"EDUCATION",10,"First degree"
"1830","F","Business and management",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1831","F","Business and management",1,"INFORMATION AND COMMUNICATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1832","F","Creative arts and design",1,"INFORMATION AND COMMUNICATION",3,"OTHER SERVICE ACTIVITIES",10,"First degree"
"1833","F","Creative arts and design",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",10,"First degree"
"1834","F","Education and teaching",1,"OTHER SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1835","F","Engineering",1,"MANUFACTURING",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1836","F","English studies",1,"EDUCATION",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"1837","F","Health and social care",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1838","F","Health and social care",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1839","F","Law",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1840","F","Law",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1841","F","Media, journalism and communications",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1842","F","Medicine and dentistry",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",10,"First degree"
"1843","F","Nursing and midwifery",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"1844","F","Pharmacology, toxicology and pharmacy",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1845","F","Politics",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"EDUCATION",10,"First degree"
"1846","F","Sport and exercise sciences",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"1847","F","Sport and exercise sciences",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1848","F","Sport and exercise sciences",1,"REAL ESTATE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",10,"First degree"
"1849","M","Allied health",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1850","M","Architecture, building and planning",1,"CONSTRUCTION",3,"REAL ESTATE ACTIVITIES",10,"First degree"
"1851","M","Biosciences",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1852","M","Business and management",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"CONSTRUCTION",10,"First degree"
"1853","M","Business and management",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"TRANSPORTATION AND STORAGE",10,"First degree"
"1854","M","Business and management",1,"EDUCATION",3,"MANUFACTURING",10,"First degree"
"1855","M","Computing",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"EDUCATION",10,"First degree"
"1856","M","Computing",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"1857","M","Computing",1,"INFORMATION AND COMMUNICATION",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"1858","M","Computing",1,"INFORMATION AND COMMUNICATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1859","M","Computing",1,"TRANSPORTATION AND STORAGE",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1860","M","Creative arts and design",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1861","M","Creative arts and design",1,"EDUCATION",3,"INFORMATION AND COMMUNICATION",10,"First degree"
"1862","M","Creative arts and design",1,"EDUCATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1863","M","Creative arts and design",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"1864","M","Engineering",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"1865","M","Engineering",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1866","M","Engineering",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"1867","M","English studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"1868","M","English studies",1,"EDUCATION",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"1869","M","English studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"1870","M","Geography, earth and environmental studies",1,"INFORMATION AND COMMUNICATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"1871","M","Geography, earth and environmental studies",1,"REAL ESTATE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",10,"First degree"
"1872","M","Health and social care",1,"OTHER SERVICE ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",10,"First degree"
