"","sex.x","subject_name","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"2803","M","Computing",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2804","M","Computing",3,"CONSTRUCTION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2805","M","Computing",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2806","M","Creative arts and design",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"EDUCATION",5,"First degree"
"2807","M","Creative arts and design",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2808","M","Creative arts and design",3,"INFORMATION AND COMMUNICATION",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"First degree"
"2809","M","Creative arts and design",3,"MANUFACTURING",5,"ARTS, ENTERTAINMENT AND RECREATION",5,"First degree"
"2810","M","Creative arts and design",3,"MANUFACTURING",5,"EDUCATION",5,"First degree"
"2811","M","Creative arts and design",3,"OTHER SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2812","M","Creative arts and design",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2813","M","Creative arts and design",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"First degree"
"2814","M","Creative arts and design",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2815","M","Economics",3,"INFORMATION AND COMMUNICATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2816","M","Economics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"REAL ESTATE ACTIVITIES",5,"First degree"
"2817","M","Education and teaching",3,"CONSTRUCTION",5,"CONSTRUCTION",5,"First degree"
"2818","M","Engineering",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2819","M","Engineering",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"MANUFACTURING",5,"First degree"
"2820","M","Engineering",3,"CONSTRUCTION",5,"REAL ESTATE ACTIVITIES",5,"First degree"
"2821","M","Engineering",3,"INFORMATION AND COMMUNICATION",5,"CONSTRUCTION",5,"First degree"
"2822","M","Engineering",3,"MANUFACTURING",5,"EDUCATION",5,"First degree"
"2823","M","Engineering",3,"MANUFACTURING",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2824","M","Engineering",3,"MANUFACTURING",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2825","M","Engineering",3,"OTHER SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2826","M","Engineering",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"AGRICULTURE, FORESTRY AND FISHING",5,"First degree"
"2827","M","Engineering",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"First degree"
"2828","M","Engineering",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"MANUFACTURING",5,"First degree"
"2829","M","Engineering",3,"TRANSPORTATION AND STORAGE",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2830","M","Engineering",3,"TRANSPORTATION AND STORAGE",5,"CONSTRUCTION",5,"First degree"
"2831","M","English studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2832","M","English studies",3,"INFORMATION AND COMMUNICATION",5,"EDUCATION",5,"First degree"
"2833","M","Geography, earth and environmental studies",3,"MANUFACTURING",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"2834","M","Geography, earth and environmental studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"First degree"
"2835","M","Geography, earth and environmental studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"First degree"
"2836","M","Geography, earth and environmental studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2837","M","Geography, earth and environmental studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",5,"First degree"
"2838","M","Health and social care",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"REAL ESTATE ACTIVITIES",5,"First degree"
"2839","M","Health and social care",3,"OTHER SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",5,"First degree"
"2840","M","Health and social care",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"EDUCATION",5,"First degree"
"2841","M","Languages and area studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2842","M","Law",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2843","M","Law",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"First degree"
"2844","M","Law",3,"INFORMATION AND COMMUNICATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2845","M","Law",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",5,"First degree"
"2846","M","Law",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"2847","M","Materials and technology",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2848","M","Mathematical sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"EDUCATION",5,"First degree"
"2849","M","Mathematical sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"TRANSPORTATION AND STORAGE",5,"First degree"
"2850","M","Media, journalism and communications",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",5,"First degree"
"2851","M","Media, journalism and communications",3,"MANUFACTURING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2852","M","Media, journalism and communications",3,"OTHER SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2853","M","Media, journalism and communications",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",5,"First degree"
"2854","M","Media, journalism and communications",3,"TRANSPORTATION AND STORAGE",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2855","M","Medical sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2856","M","Medical sciences",3,"MANUFACTURING",5,"MANUFACTURING",5,"First degree"
"2857","M","Medicine and dentistry",3,"EDUCATION",5,"EDUCATION",5,"First degree"
"2858","M","Medicine and dentistry",3,"EDUCATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2859","M","Medicine and dentistry",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2860","M","Medicine and dentistry",3,"MANUFACTURING",5,"MANUFACTURING",5,"First degree"
"2861","M","Nursing and midwifery",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"EDUCATION",5,"First degree"
"2862","M","Nursing and midwifery",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2863","M","Nursing and midwifery",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2864","M","Performing arts",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2865","M","Performing arts",3,"TRANSPORTATION AND STORAGE",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2866","M","Performing arts",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"TRANSPORTATION AND STORAGE",5,"First degree"
"2867","M","Pharmacology, toxicology and pharmacy",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2868","M","Pharmacology, toxicology and pharmacy",3,"OTHER SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",5,"First degree"
"2869","M","Pharmacology, toxicology and pharmacy",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",5,"First degree"
"2870","M","Philosophy and religious studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2871","M","Physics and astronomy",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2872","M","Physics and astronomy",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"2873","M","Physics and astronomy",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"2874","M","Politics",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2875","M","Psychology",3,"EDUCATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2876","M","Sport and exercise sciences",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2877","M","Sport and exercise sciences",3,"AGRICULTURE, FORESTRY AND FISHING",5,"AGRICULTURE, FORESTRY AND FISHING",5,"First degree"
"2878","M","Sport and exercise sciences",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"TRANSPORTATION AND STORAGE",5,"First degree"
"2879","M","Sport and exercise sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2880","M","Sport and exercise sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2881","M","Sport and exercise sciences",3,"MANUFACTURING",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2882","M","Sport and exercise sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",5,"First degree"
"2883","M","Sport and exercise sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2884","M","Sport and exercise sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"TRANSPORTATION AND STORAGE",5,"First degree"
"2885","M","Sport and exercise sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2886","F","Materials and technology",3,"EDUCATION",5,"EDUCATION",5,"First degree"
"2887","M","Performing arts",3,"TRANSPORTATION AND STORAGE",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2888","M","Sociology, social policy and anthropology",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"First degree"
"2889","M","Media, journalism and communications",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"MANUFACTURING",5,"First degree"
"2890","F","Economics",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2891","F","Philosophy and religious studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2892","F","Allied health",3,"INFORMATION AND COMMUNICATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2893","F","Allied health",3,"MANUFACTURING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2894","F","Chemistry",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"First degree"
"2895","F","English studies",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2896","F","English studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2897","F","History and archaeology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",5,"First degree"
"2898","F","Media, journalism and communications",3,"REAL ESTATE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2899","F","Politics",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2900","F","Sociology, social policy and anthropology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"REAL ESTATE ACTIVITIES",5,"First degree"
"2901","M","Allied health",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2902","M","Biosciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2903","M","Business and management",3,"INFORMATION AND COMMUNICATION",5,"TRANSPORTATION AND STORAGE",5,"First degree"
"2904","M","Geography, earth and environmental studies",3,"AGRICULTURE, FORESTRY AND FISHING",5,"AGRICULTURE, FORESTRY AND FISHING",5,"First degree"
"2905","M","Languages and area studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2906","M","Mathematical sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",5,"First degree"
"2907","M","Philosophy and religious studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2908","M","Politics",3,"CONSTRUCTION",5,"CONSTRUCTION",5,"First degree"
"2909","M","Psychology",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2910","M","Sociology, social policy and anthropology",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"EDUCATION",5,"First degree"
"2911","F","Engineering",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",5,"First degree"
"2912","F","Sociology, social policy and anthropology",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2913","F","Sociology, social policy and anthropology",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2914","F","Sociology, social policy and anthropology",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2915","M","Creative arts and design",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2916","M","Biosciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2917","F","Education and teaching",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"First degree"
"2918","F","Politics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2919","F","Sociology, social policy and anthropology",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"2920","M","Languages and area studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2921","M","Law",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",5,"First degree"
"2922","M","Medicine and dentistry",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2923","M","Performing arts",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",5,"First degree"
"2924","F","History and archaeology",3,"OTHER SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2925","M","Computing",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"First degree"
"2926","M","Allied health",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2927","F","English studies",3,"EDUCATION",5,"OTHER SERVICE ACTIVITIES",5,"First degree"
"2928","F","English studies",3,"OTHER SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"2929","F","English studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ARTS, ENTERTAINMENT AND RECREATION",5,"First degree"
"2930","F","History and archaeology",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"2931","F","Materials and technology",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2932","F","Mathematical sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2933","F","Media, journalism and communications",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2934","F","Sociology, social policy and anthropology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2935","M","Computing",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2936","M","Creative arts and design",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2937","M","Education and teaching",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2938","M","English studies",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"EDUCATION",5,"First degree"
"2939","M","English studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2940","M","Mathematical sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2941","F","Combined and general studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2942","F","General, applied and forensic sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",5,"First degree"
"2943","F","Mathematical sciences",3,"INFORMATION AND COMMUNICATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2944","M","Economics",3,"TRANSPORTATION AND STORAGE",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2945","M","Politics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2946","F","Medical sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2947","F","Sociology, social policy and anthropology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"First degree"
"2948","M","General, applied and forensic sciences",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"2949","F","Economics",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"First degree"
"2950","M","English studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2951","F","Engineering",3,"INFORMATION AND COMMUNICATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"2952","F","Computing",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"2953","F","Economics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2954","F","Agriculture, food and related studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2955","F","Architecture, building and planning",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2956","F","Biosciences",3,"OTHER SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2957","F","Business and management",3,"INFORMATION AND COMMUNICATION",5,"TRANSPORTATION AND STORAGE",5,"First degree"
"2958","F","Business and management",3,"OTHER SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2959","F","Business and management",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"First degree"
"2960","F","Business and management",3,"REAL ESTATE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"2961","F","Computing",3,"INFORMATION AND COMMUNICATION",5,"MANUFACTURING",5,"First degree"
"2962","F","Computing",3,"OTHER SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",5,"First degree"
"2963","F","Computing",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2964","F","Creative arts and design",3,"CONSTRUCTION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"2965","F","Creative arts and design",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"2966","F","Creative arts and design",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"2967","F","Creative arts and design",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"MANUFACTURING",5,"First degree"
"2968","F","Creative arts and design",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"2969","F","Economics",3,"CONSTRUCTION",5,"CONSTRUCTION",5,"First degree"
